TKUFA2,Textbox59,Textbox66,Textbox67
 סיכום פעילות לפי קופה לתקופה נבחרת 07/1999 - 06/2018,        (במיליוני ש''ח),קופת גמל היא מכשיר חיסכון לטווח בינוני וארוך ומומלץ מאד לבחון את ביצועי הקופה לאורך זמן ולא לאורך חודשים בודדים,הנתונים המוצגים באתר דווחו על ידי הגופים המדווחים ובאחריותם

Textbox65,Textbox77,Textbox78,Textbox83,Textbox84,Textbox113,Textbox85,Textbox86,Textbox87,Textbox88,Textbox89,Textbox90,SHM2,ID2,Textbox103,Textbox104,Textbox105,Textbox106,Textbox112,Textbox110,Textbox107,Textbox108,Textbox109,SHM3,ID3,Textbox114,Textbox92,Textbox93,Textbox94,Textbox111,Textbox115,Textbox96,Textbox97,Textbox98,Textbox99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,-4.3,- - -,- - -,- - -,- - -,- - -,- - -,- - -,01/13-07/07,לא פעיל,"** מרכזית לפיצויים של קבוצת בנק פאג""י",1228,- - -,-4.3,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,01/13-07/07,לא פעיל,"** מרכזית לפיצויים של קבוצת בנק פאג""י",1228,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",89.7%,-14.7,43.2,0.54%,- - -,1.11,2.57%,2.11%,- - -,06/18-07/07,," *** הלמן-אלדובי מסלול אג""ח",1233,89.7%,-14.7,43.2,0.54%,- - -,דווח,- - -,06/18-07/07,," *** הלמן-אלדובי מסלול אג""ח",1233,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,-0.3,- - -,- - -,- - -,- - -,- - -,- - -,- - -,08/13-07/07,לא פעיל, *** הדס ארזים אפסילון מרכזית לפיצויים מסלול מנייתי,1234,- - -,-0.3,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,08/13-07/07,לא פעיל, *** הדס ארזים אפסילון מרכזית לפיצויים מסלול מנייתי,1234,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,2.7,- - -,- - -,- - -,- - -,- - -,- - -,- - -,03/10-12/07,לא פעיל,אלומות מסלולית לפיצויים מסלול כללי,1268,- - -,2.7,- - -,- - -,- - -,דווח,- - -,03/10-12/07,לא פעיל,אלומות מסלולית לפיצויים מסלול כללי,1268,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,3.3,- - -,- - -,- - -,- - -,- - -,- - -,- - -,07/10-12/07,לא פעיל,קואטרו מנורה מרכזית לפיצויים,1271,- - -,3.3,- - -,- - -,- - -,דווח,- - -,07/10-12/07,לא פעיל,קואטרו מנורה מרכזית לפיצויים,1271,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",94.9%,10.8,37.1,0.56%,- - -,1.13,2.82%,2.06%,- - -,06/18-12/07,, *** מיטב דש פיצויים סלע,1276,94.9%,10.8,37.1,0.56%,- - -,דווח,- - -,06/18-12/07,, *** מיטב דש פיצויים סלע,1276,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,2.7,- - -,- - -,- - -,- - -,- - -,- - -,- - -,04/10-01/08,לא פעיל,ספרינט מרכזית לפיצויים,1279,- - -,2.7,- - -,- - -,- - -,דווח,- - -,04/10-01/08,לא פעיל,ספרינט מרכזית לפיצויים,1279,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",88.3%,221.4,296.2,0.32%,- - -,1.19,4.64%,3.03%,- - -,06/18-12/07,,מנורה מבטחים משתתפת בפנסיה תקציבית,1280,88.3%,221.4,296.2,0.32%,- - -,דווח,- - -,06/18-12/07,,מנורה מבטחים משתתפת בפנסיה תקציבית,1280,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,07/09-12/07,לא פעיל,מיטב מרכזית להשתתפות בפנסיה תקציבית,1281,- - -,0.0,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,07/09-12/07,לא פעיל,מיטב מרכזית להשתתפות בפנסיה תקציבית,1281,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,0.0,0.00%,- - -,- - -,- - -,- - -,- - -,06/18-01/08,,"מרכזית לפנסיה תקציבית של עובדי עיריית ת""א",1282,- - -,0.0,0.0,0.00%,- - -,אין נתונים לתחום המבוקש,- - -,06/18-01/08,,"מרכזית לפנסיה תקציבית של עובדי עיריית ת""א",1282,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,12/13-01/08,לא פעיל, *** פסגות מרכזית להשתתפות בפנסיה תקציבית,1283,- - -,0.0,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,12/13-01/08,לא פעיל, *** פסגות מרכזית להשתתפות בפנסיה תקציבית,1283,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",94.0%,-0.1,4.7,2.00%,- - -,0.85,1.74%,1.47%,- - -,06/18-03/08,,כלל תקציבית,1284,94.0%,-0.1,4.7,2.00%,- - -,דווח,- - -,06/18-03/08,,כלל תקציבית,1284,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",82.4%,14.5,18.5,1.06%,- - -,1.10,4.60%,3.38%,- - -,06/18-02/08,,הראל קופה לפנסיה תקציבית,1296,82.4%,14.5,18.5,1.06%,- - -,דווח,- - -,06/18-02/08,,הראל קופה לפנסיה תקציבית,1296,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",94.1%,49.2,55.8,0.32%,- - -,0.96,2.92%,2.29%,- - -,06/18-03/08,,מקפת תקציבית,1304,94.1%,49.2,55.8,0.32%,- - -,דווח,- - -,06/18-03/08,,מקפת תקציבית,1304,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",96.4%,76.5,105.9,0.20%,- - -,0.75,2.15%,1.37%,- - -,06/18-04/08,," *** פסגות עתיד גמל מרכזית אג""ח",1309,96.4%,76.5,105.9,0.20%,- - -,דווח,- - -,06/18-04/08,," *** פסגות עתיד גמל מרכזית אג""ח",1309,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,05/09-05/08,לא פעיל,** תקציבית של עובדי האוניברסיטה העברית,1310,- - -,0.0,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,05/09-05/08,לא פעיל,** תקציבית של עובדי האוניברסיטה העברית,1310,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,01/09-05/08,לא פעיל,ישיר תקציבית,1313,- - -,0.0,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,01/09-05/08,לא פעיל,ישיר תקציבית,1313,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,-0.3,- - -,- - -,- - -,- - -,- - -,- - -,- - -,06/15-06/08,לא פעיל,הדס ארזים להשתתפות בפנסיה תקציבית,1314,- - -,-0.3,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,06/15-06/08,לא פעיל,הדס ארזים להשתתפות בפנסיה תקציבית,1314,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,04/10-05/08,לא פעיל,גאון גמל מרכזית להשתתפות בפנסיה תקציבית,1315,- - -,0.0,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,04/10-05/08,לא פעיל,גאון גמל מרכזית להשתתפות בפנסיה תקציבית,1315,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,3.8,- - -,- - -,- - -,- - -,- - -,- - -,- - -,03/10-08/08,לא פעיל,"אלומות מסלולית לפיצויים אג""ח ללא מניות",1338,- - -,3.8,- - -,- - -,- - -,דווח,- - -,03/10-08/08,לא פעיל,"אלומות מסלולית לפיצויים אג""ח ללא מניות",1338,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,04/10-08/08,לא פעיל,אלטשולר שחם אופל,1342,- - -,0.0,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,04/10-08/08,לא פעיל,אלטשולר שחם אופל,1342,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,-0.1,- - -,- - -,- - -,- - -,- - -,- - -,- - -,04/16-09/08,לא פעיל,הדס ארזים אפסילון מרכזית לפיצויים שקלי טווח קצר,1357,- - -,-0.1,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,04/16-09/08,לא פעיל,הדס ארזים אפסילון מרכזית לפיצויים שקלי טווח קצר,1357,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",98.1%,353.2,409.8,0.30%,- - -,0.85,2.56%,1.63%,- - -,06/18-09/08,,מנורה מבטחים משתתפת בפנסיה תקציבית ללא מניות,1359,98.1%,353.2,409.8,0.30%,- - -,דווח,- - -,06/18-09/08,,מנורה מבטחים משתתפת בפנסיה תקציבית ללא מניות,1359,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",99.9%,2.5,2.5,0.51%,- - -,-3.59,0.28%,0.09%,- - -,06/18-11/08,,מיטב דש פיצויים  - טווח קצר,1372,99.9%,2.5,2.5,0.51%,- - -,דווח,- - -,06/18-11/08,,מיטב דש פיצויים  - טווח קצר,1372,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",95.6%,23.4,44.0,0.58%,- - -,0.84,2.66%,1.82%,- - -,06/18-10/08,,מנורה מרכזית לפיצויים ללא מניות,1374,95.6%,23.4,44.0,0.58%,- - -,דווח,- - -,06/18-10/08,,מנורה מרכזית לפיצויים ללא מניות,1374,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",97.8%,4.9,5.4,0.49%,- - -,0.46,0.72%,0.39%,- - -,06/18-12/08,,אנליסט קופה מרכזית לפיצויים מסלול  ממשלתי,1413,97.8%,4.9,5.4,0.49%,- - -,דווח,- - -,06/18-12/08,,אנליסט קופה מרכזית לפיצויים מסלול  ממשלתי,1413,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",90.7%,4.3,15.9,0.64%,- - -,1.28,3.04%,2.17%,- - -,06/18-11/08,," *** אי.בי.אי מרכזית לפיצויים מסלול אג""ח",1416,90.7%,4.3,15.9,0.64%,- - -,דווח,- - -,06/18-11/08,," *** אי.בי.אי מרכזית לפיצויים מסלול אג""ח",1416,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",86.7%,29.0,44.3,0.81%,- - -,0.96,3.25%,2.73%,- - -,06/18-12/08,,"אלטשולר שחם פיצויים אג""ח ללא מניות",1417,86.7%,29.0,44.3,0.81%,- - -,דווח,- - -,06/18-12/08,,"אלטשולר שחם פיצויים אג""ח ללא מניות",1417,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,3.4,- - -,- - -,- - -,- - -,- - -,- - -,- - -,03/11-03/09,לא פעיל,"מיטב וויזר מרכזית לפיצויים אג""ח ממשלתי",1449,- - -,3.4,- - -,- - -,- - -,דווח,- - -,03/11-03/09,לא פעיל,"מיטב וויזר מרכזית לפיצויים אג""ח ממשלתי",1449,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,-1.5,- - -,- - -,- - -,- - -,- - -,- - -,- - -,07/14-02/11,לא פעיל," *** מיטב מרום אג""ח מדינה",1527,- - -,-1.5,- - -,- - -,- - -,דווח,- - -,07/14-02/11,לא פעיל," *** מיטב מרום אג""ח מדינה",1527,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",98.8%,-12.9,12.5,0.63%,- - -,0.99,3.02%,2.19%,- - -,06/18-01/11,, *** מיטב דש פיצויים שקלי,1528,98.8%,-12.9,12.5,0.63%,- - -,דווח,- - -,06/18-01/11,, *** מיטב דש פיצויים שקלי,1528,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,-19.9,- - -,- - -,- - -,- - -,- - -,- - -,- - -,07/14-01/11,לא פעיל, *** מיטב מרום מדד,1529,- - -,-19.9,- - -,- - -,- - -,דווח,- - -,07/14-01/11,לא פעיל, *** מיטב מרום מדד,1529,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,-0.1,- - -,- - -,- - -,- - -,- - -,- - -,- - -,07/14-01/11,לא פעיל," *** מיטב מרום מט""ח",1530,- - -,-0.1,- - -,- - -,- - -,דווח,- - -,07/14-01/11,לא פעיל," *** מיטב מרום מט""ח",1530,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",93.0%,123.7,139.5,0.19%,- - -,- - -,- - -,- - -,- - -,06/18-06/11,,אינפיניטי פיצויים רבת מסלולים,1539,93.0%,123.7,139.5,0.19%,- - -,רב מסלולית,- - -,06/18-06/11,,אינפיניטי פיצויים רבת מסלולים,1539,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",94.9%,21.1,22.9,0.10%,- - -,- - -,- - -,- - -,- - -,06/18-02/16,,פסגות עתיד גמל מרכזית כללי,1912,94.9%,21.1,22.9,0.10%,- - -,דווח,- - -,06/18-02/16,,פסגות עתיד גמל מרכזית כללי,1912,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",100.0%,1.9,1.8,0.63%,- - -,-3.09,0.29%,0.07%,- - -,06/18-12/11,,אלטשולר שחם פיצויים כספי,2008,100.0%,1.9,1.8,0.63%,- - -,דווח,- - -,06/18-12/11,,אלטשולר שחם פיצויים כספי,2008,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,07/14-04/12,לא פעיל,"דש דור ברגר-פיצויים אג""ח ממשלתי",2059,- - -,0.0,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,07/14-04/12,לא פעיל,"דש דור ברגר-פיצויים אג""ח ממשלתי",2059,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,06/14-04/12,לא פעיל,דש דור ברגר-פיצויים צמוד מדד,2060,- - -,0.0,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,06/14-04/12,לא פעיל,דש דור ברגר-פיצויים צמוד מדד,2060,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,2.2,- - -,- - -,- - -,- - -,- - -,- - -,- - -,07/14-05/12,לא פעיל," *** דש - פיצויים אג""ח ממשלתי",2061,- - -,2.2,- - -,- - -,- - -,דווח,- - -,07/14-05/12,לא פעיל," *** דש - פיצויים אג""ח ממשלתי",2061,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,1.8,- - -,- - -,- - -,- - -,- - -,- - -,- - -,07/14-05/12,לא פעיל, *** דש - פיצויים צמוד מדד,2062,- - -,1.8,- - -,- - -,- - -,דווח,- - -,07/14-05/12,לא פעיל, *** דש - פיצויים צמוד מדד,2062,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",92.5%,4.2,4.4,0.39%,- - -,1.08,3.22%,2.51%,- - -,06/18-06/12,,אנליסט קופה מרכזית לפיצויים מסלול עד 10% במניות,2086,92.5%,4.2,4.4,0.39%,- - -,דווח,- - -,06/18-06/12,,אנליסט קופה מרכזית לפיצויים מסלול עד 10% במניות,2086,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",91.6%,234.2,303.9,0.40%,- - -,- - -,- - -,3.51%,- - -,06/18-07/13,,ילין לפידות מרכזית לפיצויים כללי ב',8056,91.6%,234.2,303.9,0.40%,- - -,דווח,- - -,06/18-07/13,,ילין לפידות מרכזית לפיצויים כללי ב',8056,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",93.1%,17.7,19.0,0.47%,- - -,- - -,- - -,3.39%,- - -,06/18-01/15,,אקסלנס מרכזית לפיצויים מחקה מדדים,8765,93.1%,17.7,19.0,0.47%,- - -,דווח,- - -,06/18-01/15,,אקסלנס מרכזית לפיצויים מחקה מדדים,8765,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",92.8%,5.6,5.7,0.97%,- - -,- - -,- - -,2.14%,- - -,06/18-01/15,,"אקסלנס מרכזית לפיצויים מחקה מדדי אג""ח",8766,92.8%,5.6,5.7,0.97%,- - -,דווח,- - -,06/18-01/15,,"אקסלנס מרכזית לפיצויים מחקה מדדי אג""ח",8766,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",94.1%,68.5,70.7,0.11%,- - -,- - -,- - -,- - -,- - -,06/18-07/15,,אקסלנס גמל מסלולית לפיצויים רבת מסלולים,9418,94.1%,68.5,70.7,0.11%,- - -,רב מסלולית,- - -,06/18-07/15,,אקסלנס גמל מסלולית לפיצויים רבת מסלולים,9418,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",100.0%,0.8,0.8,0.00%,- - -,- - -,- - -,- - -,- - -,06/18-09/15,,אקסלנס מרכזית לפיצויים שקלי קצר,9475,100.0%,0.8,0.8,0.00%,- - -,אין נתונים לתחום המבוקש,- - -,06/18-09/15,,אקסלנס מרכזית לפיצויים שקלי קצר,9475,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,05/18-09/15,לא פעיל,אי.בי.אי. - קופת גמל מרכזית להשתתפות בפנסיה תקציבית כללי כללי,9482,- - -,0.0,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,05/18-09/15,לא פעיל,אי.בי.אי. - קופת גמל מרכזית להשתתפות בפנסיה תקציבית כללי כללי,9482,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",93.5%,39.0,40.7,0.10%,- - -,- - -,- - -,- - -,- - -,06/18-09/15,,הלמן-אלדובי פנסיה תקציבית ,9484,93.5%,39.0,40.7,0.10%,- - -,דווח,- - -,06/18-09/15,,הלמן-אלדובי פנסיה תקציבית ,9484,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",96.3%,21.9,23.1,0.14%,- - -,- - -,- - -,- - -,- - -,06/18-09/15,,מיטב דש להשתתפות בפנסיה תקציבית כללי ,9491,96.3%,21.9,23.1,0.14%,- - -,דווח,- - -,06/18-09/15,,מיטב דש להשתתפות בפנסיה תקציבית כללי ,9491,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,02/17-01/16,לא פעיל,אינפיניטי גמל לפנסיה תקציבית ,9539,- - -,0.0,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,02/17-01/16,לא פעיל,אינפיניטי גמל לפנסיה תקציבית ,9539,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99

Textbox65,Textbox48,TZVIRA_NETO,YIT_NCHASIM_BFOAL,SHIUR_DMEI_NIHUL_AHARON,SHIUR_DMEI_NIHUL_AHARON2,Textbox51,Textbox9,Textbox4,Textbox39,TSUA_MITZ_TKUFA,SHM_SUG_KUPA,Textbox24,Textbox25,Textbox26,Textbox27,Textbox29,Textbox10,Textbox11,Textbox5,Textbox30,Textbox31
"שיעור דמי ניהול ממוצע לשנת
2017",84.2%,"-21,384.9","221,455.0",0.58%,0.47%,- - -,4.77%,3.40%,220.80%,06/18-07/99,תגמולים ואישית לפיצויים,84.7%,"61,246.6","459,187.5",0.59%,0.45%,,4.73%,3.38%,216.77%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",84.6%,"89,648.9","212,149.5",0.61%,- - -,- - -,4.71%,3.39%,210.98%,06/18-07/99,קרנות השתלמות,84.7%,"61,246.6","459,187.5",0.59%,0.45%,,4.73%,3.38%,216.77%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",88.0%,"-16,268.5","15,361.3",0.52%,- - -,- - -,4.33%,2.98%,210.75%,06/18-07/99,מרכזית לפיצויים,84.7%,"61,246.6","459,187.5",0.59%,0.45%,,4.73%,3.38%,216.77%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",97.6%,175.6,880.2,1.95%,- - -,- - -,3.55%,1.89%,195.04%,06/18-07/99,מטרה אחרת,84.7%,"61,246.6","459,187.5",0.59%,0.45%,,4.73%,3.38%,216.77%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",92.8%,"5,297.2","5,421.1",0.65%,0.00%,- - -,- - -,- - -,- - -,06/18-07/99,קופת גמל להשקעה,84.7%,"61,246.6","459,187.5",0.59%,0.45%,,4.73%,3.38%,216.77%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",94.1%,"3,778.3","3,920.4",0.00%,0.00%,- - -,- - -,- - -,- - -,06/18-07/99,קופת גמל להשקעה - חסכון לילד,84.7%,"61,246.6","459,187.5",0.59%,0.45%,,4.73%,3.38%,216.77%,06/18-07/99

